Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
21-10-2015,INFY,EQ,1125.95,1125,1146.85,1125,1137.5,1138.4,1137.86,3639049,4.14072E+14,89639,2309832,0.6347
23-10-2015,INFY,EQ,1138.4,1141.8,1153,1125.1,1149,1149.9,1141.35,3016681,3.44308E+14,117698,1806303,0.5988
26-10-2015,INFY,EQ,1149.9,1154,1158.5,1143.15,1150,1152.15,1150.88,1597971,1.83908E+14,82222,801160,0.5014
27-10-2015,INFY,EQ,1152.15,1150,1155,1144.1,1147.35,1149.4,1149.74,2631874,3.02597E+14,79833,1878077,0.7136
28-10-2015,INFY,EQ,1149.4,1144.5,1158,1139,1155.1,1153.2,1147.14,2627736,3.01438E+14,95707,1841598,0.7008
29-10-2015,INFY,EQ,1153.2,1153.1,1155.9,1136.05,1142.25,1145.05,1143.62,2943662,3.36642E+14,74479,2045021,0.6947
30-10-2015,INFY,EQ,1145.05,1145,1145,1130,1132,1135.45,1135.02,2022338,2.29539E+14,57656,1151943,0.5696
02-11-2015,INFY,EQ,1135.45,1130,1135.8,1114.1,1133.75,1131.2,1123.76,1772494,1.99186E+14,44108,806329,0.4549
03-11-2015,INFY,EQ,1131.2,1133.4,1150.45,1133.4,1140.15,1145.5,1144,1807341,2.0676E+14,47225,962391,0.5325
04-11-2015,INFY,EQ,1145.5,1150.1,1157.6,1132.3,1137.05,1136.8,1142.83,1602786,1.83172E+14,60740,917154,0.5722
05-11-2015,INFY,EQ,1136.8,1142.95,1145,1119.4,1120.4,1122.9,1133.3,1172653,1.32896E+14,33057,545046,0.4648
06-11-2015,INFY,EQ,1122.9,1123,1143.9,1122.9,1140.2,1138.3,1137.85,1513086,1.72167E+14,43442,893260,0.5904
09-11-2015,INFY,EQ,1138.3,1120,1140,1115.2,1138.15,1134.6,1127.68,3062838,3.4539E+14,73732,2080780,0.6794
10-11-2015,INFY,EQ,1134.6,1127.5,1127.5,1100.1,1106,1103.85,1114.22,2340026,2.60731E+14,56153,1618684,0.6917
11-11-2015,INFY,EQ,1103.85,1118,1118,1103,1109.3,1107.6,1109.42,353652,3.92348E+13,13196,166222,0.47
13-11-2015,INFY,EQ,1107.6,1099.95,1106,1090,1097,1100.8,1097.45,1760434,1.93199E+14,86653,1134912,0.6447
16-11-2015,INFY,EQ,1100.8,1083.65,1094,1067.2,1088,1080.2,1081.23,3404167,3.68067E+14,84079,2089950,0.6139
17-11-2015,INFY,EQ,1080.2,1080,1082.9,1052,1058.6,1061.5,1061.53,3592053,3.81308E+14,130125,2136025,0.5947
18-11-2015,INFY,EQ,1061.5,1041,1045.15,1011.25,1020.45,1020,1027.76,5062626,5.20319E+14,163352,2860889,0.5651
19-11-2015,INFY,EQ,1020,1030.25,1052,1023.8,1048,1047.8,1038.56,4269811,4.43444E+14,169433,2638720,0.618
20-11-2015,INFY,EQ,1047.8,1048,1063.2,1042.05,1051,1052.4,1053.83,3041489,3.20522E+14,151348,1851747,0.6088
23-11-2015,INFY,EQ,1052.4,1050,1062.4,1038,1052,1053.7,1053.76,2808175,2.95916E+14,90521,1799534,0.6408
24-11-2015,INFY,EQ,1053.7,1050,1050.8,1037,1040.7,1041.15,1043.4,2162901,2.25678E+14,58310,1249010,0.5775
26-11-2015,INFY,EQ,1041.15,1040.95,1059.5,1040.05,1050,1052.4,1051.79,4926984,5.18214E+14,114757,3656974,0.7422
27-11-2015,INFY,EQ,1052.4,1058,1070,1045,1066,1066.35,1060.99,2571239,2.72806E+14,69214,1799884,0.7
30-11-2015,INFY,EQ,1066.35,1070,1098.3,1056.2,1083.05,1087.9,1083.44,9052767,9.80816E+14,108763,5565189,0.6148
01-12-2015,INFY,EQ,1087.9,1088,1095,1072.95,1075.45,1079,1082.42,2949275,3.19236E+14,76585,1982960,0.6724
02-12-2015,INFY,EQ,1079,1079.95,1079.95,1059,1061.1,1060.7,1064.12,3198808,3.40393E+14,90123,2139233,0.6688
03-12-2015,INFY,EQ,1060.7,1061,1064.8,1049.05,1059,1057.75,1056.77,2752363,2.90862E+14,110543,1838358,0.6679
04-12-2015,INFY,EQ,1057.75,1049,1064.9,1040.1,1048.85,1049.05,1047.32,4187765,4.38593E+14,209805,3031773,0.724
07-12-2015,INFY,EQ,1049.05,1055.3,1059,1040,1046,1046.25,1048.08,2256935,2.36545E+14,65005,1441112,0.6385
08-12-2015,INFY,EQ,1046.25,1045.05,1062.75,1039.3,1042,1044.4,1051.88,2862186,3.01068E+14,87394,1790175,0.6255
09-12-2015,INFY,EQ,1044.4,1043,1046.95,1022.55,1024,1028.2,1036.19,3409127,3.53249E+14,85433,2068578,0.6068
10-12-2015,INFY,EQ,1028.2,1036.6,1051.6,1030.3,1049.9,1047.35,1040.47,2793873,2.90695E+14,80028,1838589,0.6581
11-12-2015,INFY,EQ,1047.35,1054,1061.9,1045.9,1055.65,1052.8,1052.88,2695099,2.83761E+14,84930,1623053,0.6022
14-12-2015,INFY,EQ,1052.8,1049.5,1073.15,1048.05,1067.5,1069.5,1066.3,2408336,2.56802E+14,104978,1419333,0.5893
15-12-2015,INFY,EQ,1069.5,1073.25,1079.1,1058.8,1078.5,1077.55,1071.44,2715904,2.90993E+14,76821,1951187,0.7184
16-12-2015,INFY,EQ,1077.55,1083.4,1098,1083.4,1094,1095.85,1092.86,2747926,3.00309E+14,66894,1988090,0.7235
17-12-2015,INFY,EQ,1095.85,1100,1109.8,1088,1105.5,1107.1,1099.83,2479391,2.72691E+14,87599,1294917,0.5223
18-12-2015,INFY,EQ,1107.1,1103.4,1103.4,1079.45,1085.95,1083.15,1086.91,3609910,3.92365E+14,65866,2604590,0.7215
21-12-2015,INFY,EQ,1083.15,1077,1107.4,1065.95,1107,1103.45,1095.68,2165506,2.37271E+14,61692,1223571,0.565
22-12-2015,INFY,EQ,1103.45,1097.45,1097.45,1080.1,1085,1083.75,1085.81,2054627,2.23094E+14,51963,1204818,0.5864
23-12-2015,INFY,EQ,1083.75,1095.05,1102.5,1087.05,1100,1100.85,1097.35,1435464,1.5752E+14,38571,861318,0.6
24-12-2015,INFY,EQ,1100.85,1102.05,1104.45,1090.1,1095.8,1096.35,1095.84,615027,6.7397E+13,20528,294731,0.4792
28-12-2015,INFY,EQ,1096.35,1090,1110,1090,1103.8,1104.75,1105.51,2763476,3.05505E+14,51103,1880078,0.6803
29-12-2015,INFY,EQ,1104.75,1101.25,1110,1097.3,1103,1104.7,1104.14,1672531,1.84671E+14,52409,967577,0.5785
30-12-2015,INFY,EQ,1104.7,1101.1,1106.6,1083,1088,1086.3,1094.45,2576985,2.82038E+14,65379,1754378,0.6808
31-12-2015,INFY,EQ,1086.3,1090.15,1109.95,1087,1107,1105.4,1102.09,3971969,4.37747E+14,75143,2641827,0.6651
